URL,FILE,KEYWORD
https://github.com/s3a-spatialaudio/visr-cpp-library-example.git,3rd/pybind11/.gitignore,pybind
https://github.com/Nic30/example_python_c_extension_multilib.git,example_setuptools/ext0/ext0.cpp,Python.h
https://github.com/BazTheLinuxGuy/Python-Extensions-in-C.git,getchmodule.c,Python.h
https://github.com/jcfr/scipy_2018_scikit-build_talk.git,README.md,Cython
https://github.com/byGeek/python_call_cpp.git,src/PythonApplication1/Project1/Source.cpp,Python.h
https://github.com/darksinge/python-C-extensions.git,CPython/README.md,Python.h
https://github.com/paulross/xmlwriter.git,Discoveries.md,Cython
https://github.com/babiking/CDLL_PythonWrapper.git,README.md,Cython
https://github.com/tommathewXC/argonath.git,c-extension/.vscode/ipch/f1c2e3168c7140b9/argonath.ipch,Python.h
https://github.com/MaxNoe/cython-demo.git,cython_demo/fib.c,Cython
https://github.com/counsellors/test_pymodule.git,tom.cpp,Python.h
https://github.com/chopnut/Ernanis-Renamer.git,packages/WindowsAPICodePack-Shell.1.1.1/lib/Microsoft.WindowsAPICodePack.Shell.dll,ctypes
https://github.com/dfrojas/exploring-c-extension-python.git,alice_and_bob.c,Python.h
https://github.com/abunchofhacks/caramel-recolor.git,src/caramelrecolor.c,Python.h
https://github.com/shuuji3/python-extension-twister.git,src/twistermodule.c,Python.h
https://github.com/amit112amit/learn_cython.git,setup.py,Cython
https://github.com/UCL/scikit-surgeryopencvcpp.git,.gitmodules,pybind
https://github.com/Penlect/helloworld-c-api.git,helloworld.c,Python.h
https://github.com/chrmihir/c-extension-python.git,ex.c,Python.h
https://github.com/douglas-carmichael/pymacoslog.git,macoslog.c,Python.h
https://github.com/panpilkarz/pypow10.git,README.md,cffi
https://github.com/jimfoltz/import-layers.git,src/ThirdParty/bin/win32/swig/Lib/python/embed.i,Python.h
https://github.com/AlyShmahell/AlyShmahell-InfoSecIntro.git,rc4.c,Python.h
https://github.com/gregvw/cpython-vim.git,README.md,Python.h
https://github.com/zachmullen/hashstate.git,hashstate/_hashstate.c,Python.h
https://github.com/xiahouzuoxin/libpyhdfs.git,src/pyhdfs.c,Python.h
https://github.com/jakubkarczewski/DistanceMatrixG6.git,simple_graphsmodule.c,Python.h
https://github.com/initbar/cPadding.git,README.md,Cython
https://github.com/cheenar/cpp-simple-stl-extensions.git,CSTL/.vs/CSTL/v16/Browse.VC.db,ctypes
https://github.com/hvvka/pypi-native-cpp.git,example/better_than_python.cpp,Python.h
https://github.com/gdepuydt/c2py.git,spammodule.c,Python.h
https://github.com/jweinst1/dbson.git,src/mainpy.c,Python.h
https://github.com/melindalx/parmetismodule.git,parmetismodule.c,Python.h
https://github.com/BrotherhoodOfHam/PythonExtensionTemplate.git,.gitmodules,pybind
https://github.com/matthias-bitzer/PythonCExtension.git,README.md,Python.h
https://github.com/markdouthwaite/cython-examples.git,Part1-Getting-Started/setup.py,Cython
https://github.com/christian-hahn/python-uhd.git,uhd/uhd.cpp,Python.h
https://github.com/sebschrader/pyrdtsc.git,src/pyrdtsc.c,Python.h
https://github.com/gmossessian/pycrocksdb.git,src/pycrocksdbobject.c,Python.h
https://github.com/six519/pyeddystoneurl.git,pyeddystoneurl_scan.c,Python.h
https://github.com/monsterxx03/legacyhash.git,hash.c,Python.h
https://github.com/simondlevy/PythonExtensionsExample.git,myextensions.c,Python.h
https://github.com/asierra01/ibm_db_test.git,README.md,ctypes
https://github.com/tvanslyke/strdict.git,include/KeyInfo.h,Python.h
https://github.com/the-kaustubh/Format-Py-C.git,format.py.c,Python.h
https://github.com/lcskrishna/python-c-extension.git,hello-example/hello.c,Python.h
https://github.com/JoshGelua/Wheel-of-Misfortune-Multiplayer.git,dictionary.txt,ctypes
https://github.com/lucasgcb/CPython-Extensions.git,README.md,Python.h
https://github.com/UCL/scikit-surgerypclcpp.git,.gitmodules,pybind
